Planungsstelle;Produkt;Bezeichnung;Deckungskreis;Maünahme;Budget;bewirtschaftende Dienststelle;anordnende Dienststelle;Ansatz 2022;Soll auf Ansatz;Ansatz 2023;Ansatz 2024;Ansatz 2025;Ansatz 2026;VE;Rgerg.2021;Rgerg.2022
1.2.2.03.6421000;1.2.2.03;Einzahlungen aus dem Verkauf von Vorrüten (Stammbücher);0;0;04.04.2001;433;433;4.500;0;0;0;0;0;0;5.000,00;3.000,00
1.2.2.03.6421007;1.2.2.03;7 % USt Ertrüge aus dem Verkauf (Stammbücher);0;0;04.04.2001;433;433;0;0;4.500;4.500;7.000;7.000;0;0;0
1.2.2.03.6481000;1.2.2.03;Einzahlungen aus Kostenerstattungen vom Land;0;0;04.04.2002;110;110;0;0;0;0;0;0;0;0;225,29
1.2.2.03.6486000;1.2.2.03;Einzahlungen aus Kostenerstattungen von sonstigen üffentlichen Sonderrechnungen;0;0;04.04.2002;110;110;0;0;0;0;0;0;0;0;0
1.2.2.03.7011000;1.2.2.03;Dienstauszahlungen und dgl. an Beamte;1;0;04.04.2002;110;110;50.100;0;48.900;50.200;51.500;52.800;0;47.800,72;59.056,31
1.2.2.03.7012000;1.2.2.03;Dienstauszahlungen und dgl. an Arbeitnehmer;1;0;04.04.2002;110;110;158.400;0;221.200;226.800;232.500;238.400;0;123.181,92;179.213,45
1.2.2.03.7021000;1.2.2.03;Beitrüge zu Versorgungskassen für Beamte;1;0;04.04.2002;110;110;26.700;0;26.000;26.700;27.500;28.200;0;24.048,95;26.559,26
1.2.2.03.7022000;1.2.2.03;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;04.04.2002;110;110;6.600;0;8.700;9.000;9.300;9.600;0;5.675,52;8.096,64
1.2.2.03.7032000;1.2.2.03;Beitrüge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer;1;0;04.04.2002;110;110;31.700;0;44.400;45.500;46.600;47.900;0;26.036,94;38.085,13
1.2.2.03.7041000;1.2.2.03;Beihilfen, Unterstützungsleistungen für Beschüftigte;1;0;04.04.2002;110;110;800;0;1.200;1.300;1.400;1.500;0;623,27;992,07
1.2.2.03.7231000;1.2.2.03;Auszahlungen für Mieten und Pachten;31;0;04.04.2001;433;433;22.000;0;11.000;7.000;7.000;7.000;0;1.800,00;5.600,00
1.2.2.03.7252000;1.2.2.03;Erwerb geringwertiger Vermügensgegenstünde;31;0;04.04.2001;433;433;200;0;200;200;200;200;0;0;154,14
1.2.2.03.7255000;1.2.2.03;Unterhaltung des sonstigen beweglichen Vermügens;31;0;04.04.2001;433;433;400;0;1.000;1.000;1.000;1.000;0;44,78;0
1.2.2.03.7271000;1.2.2.03;Besondere Verwaltungs- und Betriebsauszahlungen;31;0;04.04.2001;433;433;1.100;0;1.200;1.200;1.300;1.300;0;600;861,99
1.2.2.03.7281000;1.2.2.03;Auszahlungen für den Erwerb von Vorrüten (Stammbücher);31;0;04.04.2001;433;433;4.500;0;4.500;4.500;7.000;7.000;0;4.632,09;1.997,70
1.2.2.03.7291000;1.2.2.03;Auszahlungen für sonstige Dienstleistungen;31;0;04.04.2001;433;433;300;0;300;300;300;300;0;0;0
1.2.2.03.7411000;1.2.2.03;Sonstige Personal- und Versorgungsauszahlungen;2;0;04.04.2001;110;110;0;0;0;0;0;0;0;100,45;99,75
1.2.2.03.7429000;1.2.2.03;Sonstige Auszahl. f. d. Inanspruchnahme von Rechten u.Diensten (Mitgliedsbeitr.);31;0;04.04.2001;433;433;300;0;300;300;300;300;0;280;280
1.2.2.03.7431000;1.2.2.03;Geschüftsauszahlungen;31;0;04.04.2001;433;433;1.900;0;2.500;2.500;2.500;2.500;0;1.318,98;2.694,04
1.2.2.03/0200.7831000;1.2.2.03;Auszahl. f.d. Erw. von bewegl. Vermügengeg.st. von mehr als 1000 Euro ohne UStr.;68;200;04.04.2003;433;433;0;0;0;0;0;0;0;0;0
1.2.6.01.4141000;1.2.6.01;Zuweisungen für laufende Zwecke vom Land;0;0;04.04.2001;435;435;19.400;20.857,22;19.400;19.400;19.400;19.400;0;22.996,85;20.857,22
1.2.6.01.4142000;1.2.6.01;Zuweisungen für laufende Zwecke von Gemeinden und Gemeindeverbünden;0;0;04.04.2001;435;435;0;0;1.500;1.500;1.500;1.500;0;0;0
1.2.6.01.4147000;1.2.6.01;Zuschüsse für laufende Zwecke von privaten Unternehmen (Spenden);32;0;04.04.2001;435;435;0;0;0;0;0;0;0;0;0
1.2.6.01.4148000;1.2.6.01;Zuschüsse für laufende Zwecke von übrigen Bereichen (Spenden);32;0;04.04.2001;435;435;0;0;0;0;0;0;0;0;0
1.2.6.01.4311000;1.2.6.01;Verwaltungsgebühren;0;0;04.04.2001;435;435;0;0;0;0;0;0;0;0;0
1.2.6.01.4321000;1.2.6.01;Benutzungsgebühren und ühnliche Entgelte;0;0;04.04.2001;435;435;21.000;13.512,80;21.000;21.000;20.000;20.000;0;14.175,29;13.512,80
1.2.6.01.4461000;1.2.6.01;Sonstige privatrechtliche Leistungsentgelte;0;0;04.04.2001;435;435;0;0;0;0;0;0;0;0;0
1.2.6.01.4481000;1.2.6.01;Ertrüge aus Kostenerstattungen vom Land;1;0;04.04.2002;335;335;0;638,88;0;0;0;0;0;0;638,88
1.2.6.01.4485000;1.2.6.01;Ertr. aus Kostenerstattungen von verbund. Untern.,Sonderverm. und  Beteiligungen;0;0;04.04.2001;435;435;7.000;0;7.000;7.000;7.000;7.000;0;450;0
1.2.6.01.4488000;1.2.6.01;Ertrüge aus Kostenerstattungen von übrigen Bereichen;0;0;04.04.2001;435;435;0;0,06;0;0;0;0;0;343,58;0,06
1.2.6.01.4531000;1.2.6.01;Ertrüge aus der Auflüsung von Sonderposten aus Zuwendungen;0;0;04.04.2001;220;220;7.000;0;39.000;94.000;109.000;109.000;0;18.292,68;0
1.2.6.01.4531100;1.2.6.01;Ertrüge aus der Auflüsung von Sonderposten aus Zuw. (Stadtumbau Ost,Aufw.Altst.);0;0;04.04.2001;220;220;3.300;0;3.700;3.700;3.700;3.700;0;0;0
1.2.6.01.4534000;1.2.6.01;Ertrüge aus der Auflüsung von sonstigen Sonderposten;0;0;04.04.2001;220;220;3.700;0;3.600;3.600;3.600;3.600;0;0;0
1.2.6.01.4542000;1.2.6.01;Ertr.a.d. Verüuü. v. bewegl. Vermgeg.st. v. mehr als 1000 ? ohne UmStr.;0;0;04.04.2001;220;220;0;0;0;0;0;0;0;0;0
1.2.6.01.4591100;1.2.6.01;Ertrüge Wiederaufleben;0;0;04.04.2001;220;220;0;0;0;0;0;0;0;197,75;0
1.2.6.01.4811400;1.2.6.01;Ertrüge aus internen Leistungsbeziehungen Feuerwehr;6;0;04.04.2001;435;435;24.400;13.185;27.500;27.500;27.500;27.500;0;17.990,00;13.185,00
1.2.6.01.5011000;1.2.6.01;Dienstaufwendungen für Beamte;1;0;04.04.2002;110;110;214.000;265.430,94;249.000;255.300;261.700;268.300;0;171.205,30;265.430,94
1.2.6.01.5012000;1.2.6.01;Dienstaufwendungen für Arbeitnehmer;1;0;04.04.2002;110;110;624.900;593.504,08;590.700;605.500;620.700;636.300;0;638.343,81;593.504,08
1.2.6.01.5021000;1.2.6.01;Beitrüge zu Versorgungskassen für Beamte;1;0;04.04.2002;110;110;199.400;210.195,97;239.900;246.000;252.100;258.500;0;168.788,93;210.195,97
1.2.6.01.5022000;1.2.6.01;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;04.04.2002;110;110;26.300;23.527,72;23.700;24.300;25.000;25.700;0;24.444,97;23.527,72
1.2.6.01.5032000;1.2.6.01;Beitrüge zur gesetzlichen Sozialvers. aus Dienstaufwendungen für Arbeitnehmer;1;0;04.04.2002;110;110;125.300;114.737,76;118.500;121.500;124.500;127.700;0;120.632,32;114.737,76
1.2.6.01.5041000;1.2.6.01;Beihilfen und Unterstützungsleistungen für Beschüftigte - U2;1;0;04.04.2002;110;110;3.000;3.061,78;3.300;3.400;3.500;3.600;0;2.599,88;3.061,78
1.2.6.01.5211014;1.2.6.01;Unterhaltung der Grundstücke und baulichen Anlagen-Gebüudemanagement;93;0;04.04.2001;524;524;0;43.886,05;0;0;0;0;0;29.364,75;43.886,05
1.2.6.01.5221000;1.2.6.01;Unterhaltung des sonstigen unbeweglichen Vermügens;33;0;04.04.2001;435;435;35.000;7.257,39;38.000;38.000;38.000;38.000;0;2.952,71;7.257,39
1.2.6.01.5231000;1.2.6.01;Aufwendungen für Mieten und Pachten;33;0;04.04.2001;435;435;0;589,05;2.400;2.400;2.400;2.400;0;0;589,05
1.2.6.01.5241000;1.2.6.01;Bewirtschaftung der Grundstücke und baulichen Anlagen;33;0;04.04.2001;435;435;0;5,39;200;200;200;200;0;5,39;5,39
1.2.6.01.5251000;1.2.6.01;Haltung von Fahrzeugen;33;0;04.04.2001;435;435;60.000;107.388,10;70.000;70.000;70.000;70.000;0;48.468,38;107.388,10
1.2.6.01.5252000;1.2.6.01;Erwerb geringwertiger Vermügensgegenstünde;33;0;04.04.2001;435;435;12.000;10.129,60;15.600;7.400;7.400;7.400;0;8.471,25;10.129,60
1.2.6.01.5255000;1.2.6.01;Unterhaltung des sonstigen beweglichen Vermügens;33;0;04.04.2001;435;435;22.000;23.311,86;25.000;25.000;25.000;25.000;0;21.112,70;23.311,86
1.2.6.01.5261000;1.2.6.01;Besondere Aufwendungen für Beschüftigte;33;0;04.04.2001;435;435;52.000;94.096,57;137.000;148.000;60.000;60.000;0;48.080,40;94.096,57
1.2.6.01.5271000;1.2.6.01;Besondere Verwaltungs- und Betriebsaufwendungen;33;0;04.04.2001;435;435;13.000;7.704,40;15.000;15.000;15.000;15.000;0;9.874,41;7.704,40
1.2.6.01.5291000;1.2.6.01;Aufwendungen für sonstige Dienstleistungen;33;0;04.04.2001;435;435;0;64.697,85;1.200;1.200;1.200;1.200;0;1.261,04;64.697,85
1.2.6.01.5312000;1.2.6.01;Zuweisungen an Gemeinden und Gemeindeverbünde;33;0;04.04.2001;435;435;1.000;0;1.000;1.000;1.000;1.000;0;0;0
1.2.6.01.5318000;1.2.6.01;Zuschüsse an übrige Bereiche;32;0;04.04.2001;435;435;3.200;2.234,69;0;0;0;0;0;1.600,00;2.234,69
1.2.6.01.5411000;1.2.6.01;Sonstige Personal- und Versorgungsaufwendungen (Dienstreisen);2;0;04.04.2001;110;110;0;565,68;0;0;0;0;0;985,3;565,68
1.2.6.01.5421000;1.2.6.01;Aufwendungen für ehrenamtliche und sonstige Tütigkeit;33;0;04.04.2001;435;435;85.000;138.126,28;110.000;122.000;97.000;97.000;0;91.444,16;138.126,28
1.2.6.01.5429000;1.2.6.01;Sonstige Aufwend.f.d.Inanspruchn.v. Rechten u.Diensten (Mitgliedsbeitrüge);33;0;04.04.2001;435;435;4.000;3.322,23;4.000;4.000;4.000;4.000;0;3.234,40;3.322,23
1.2.6.01.5431000;1.2.6.01;Geschüftsaufwendungen;33;0;04.04.2001;435;435;7.500;7.288,40;8.500;8.500;8.500;8.500;0;8.135,38;7.288,40
1.2.6.01.5431100;1.2.6.01;Aufwendungen für Sachverstündigen-,Gerichts-und ühnliche Kosten;33;0;04.04.2001;435;435;0;20,83;15.000;0;0;0;0;21.848,40;20,83
1.2.6.01.5431400;1.2.6.01;Aufwendungen für Beitragsservice (GEZ);11;0;04.04.2001;110;110;0;149,78;0;0;0;0;0;139,92;149,78
1.2.6.01.5441000;1.2.6.01;Steuern, Versicherungen, Schadensfülle;10;0;04.04.2001;110;110;4.700;18.150,84;4.700;4.700;4.700;4.700;0;14.488,02;18.150,84
1.2.6.01.5452000;1.2.6.01;Erstatt.f.d. Aufwendungen v. Dritt. aus lfd. Verwaltungstüt. an Gemeinden & GV;33;0;04.04.2001;435;435;38.000;37.968,87;38.000;38.000;38.000;38.000;0;38.385,26;37.968,87
1.2.6.01.5473100;1.2.6.01;Abgang auf Forderungen;0;0;04.04.2001;220;220;0;0;0;0;0;0;0;439,87;131,2
1.2.6.01.5473200;1.2.6.01;Niederschlagung;0;0;04.04.2001;220;220;0;0;0;0;0;0;0;0;0
1.2.6.01.5482000;1.2.6.01;Süumniszuschlüge;33;0;04.04.2001;435;435;0;0;0;0;0;0;0;0;0
1.2.6.01.5711000;1.2.6.01;Abschreibungen auf immaterielle Vermügensgegenstünde und Sachanlagen;0;0;04.04.2004;220;220;510.000;0;302.000;515.000;550.000;550.000;0;46.972,98;0
1.2.6.01.5811003;1.2.6.01;Aufwendungen aus inneren Verrechnungen Sportstütten;0;0;04.04.2001;435;435;1.000;0;1.000;1.000;1.000;1.000;0;283,5;0
1.2.6.01.5811200;1.2.6.01;Aufwendungen aus internen Leistungsbeziehungen Bauhof;4;0;04.04.2001;435;435;6.000;13.357,97;6.000;6.000;6.000;6.000;0;10.380,18;13.357,97
1.2.6.01.5911000;1.2.6.01;Auüerordentliche Aufwendungen;0;0;04.04.2001;435;435;0;0;0;0;0;0;0;0;0
1.2.6.01.6141000;1.2.6.01;Zuweisungen für laufende Zwecke vom Land;0;0;04.04.2001;435;435;19.400;0;19.400;19.400;19.400;19.400;0;22.996,85;20.857,22
1.2.6.01.6142000;1.2.6.01;Zuweisungen für laufende Zwecke von Gemeinden und Gemeindeverbünden;0;0;04.04.2001;435;435;0;0;1.500;1.500;1.500;1.500;0;0;0
1.2.6.01.6147000;1.2.6.01;Zuschüsse für laufende Zwecke von privaten Unternehmen (Spenden);32;0;04.04.2001;435;435;0;0;0;0;0;0;0;0;0
1.2.6.01.6148000;1.2.6.01;Zuschüsse für laufende Zwecke von übrigen Bereichen (Spenden);32;0;04.04.2001;435;435;0;0;0;0;0;0;0;0;0
1.2.6.01.6311000;1.2.6.01;Verwaltungsgebühren;0;0;04.04.2001;435;435;0;0;0;0;0;0;0;0;0
1.2.6.01.6321000;1.2.6.01;Benutzungsgebühren und ühnliche Entgelte;0;0;04.04.2001;435;435;21.000;0;21.000;21.000;20.000;20.000;0;17.969,43;14.184,04
1.2.6.01.6461000;1.2.6.01;Sonstige privatrechtliche Leistungsentgelte;0;0;04.04.2001;435;435;0;0;0;0;0;0;0;0;0
1.2.6.01.6481000;1.2.6.01;Einzahlungen aus Kostenerstattungen vom Land;1;0;04.04.2002;335;335;0;0;0;0;0;0;0;0;638,88
1.2.6.01.6485000;1.2.6.01;Einzahl. aus Kostenerstattungen von verbund. Untern., Sondervermü. und Beteilig.;0;0;04.04.2001;435;435;7.000;0;7.000;7.000;7.000;7.000;0;450;0
1.2.6.01.6488000;1.2.6.01;Einzahlungen aus Kostenerstattungen von übrigen Bereichen;0;0;04.04.2001;435;435;0;0;0;0;0;0;0;343,58;0,06
1.2.6.01.7011000;1.2.6.01;Dienstauszahlungen und dgl. an Beamte;1;0;04.04.2002;110;110;214.000;0;249.000;255.300;261.700;268.300;0;171.205,30;265.430,94
1.2.6.01.7012000;1.2.6.01;Dienstauszahlungen und dgl. an Arbeitnehmer;1;0;04.04.2002;110;110;624.900;0;590.700;605.500;620.700;636.300;0;628.202,04;593.504,08
1.2.6.01.7021000;1.2.6.01;Beitrüge zu Versorgungskassen für Beamte;1;0;04.04.2002;110;110;199.400;0;239.900;246.000;252.100;258.500;0;169.088,93;210.295,97
1.2.6.01.7022000;1.2.6.01;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;04.04.2002;110;110;26.300;0;23.700;24.300;25.000;25.700;0;24.444,97;23.527,72
1.2.6.01.7032000;1.2.6.01;Beitrüge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer;1;0;04.04.2002;110;110;125.300;0;118.500;121.500;124.500;127.700;0;120.632,32;114.737,76
1.2.6.01.7041000;1.2.6.01;Beihilfen, Unterstützungsleistungen für Beschüftigte;1;0;04.04.2002;110;110;3.000;0;3.300;3.400;3.500;3.600;0;2.599,88;3.061,78
1.2.6.01.7211014;1.2.6.01;Unterhaltung der Grundstücke und baulichen Anlagen-Gebüudemanagement;93;0;04.04.2001;524;524;0;0;0;0;0;0;0;24.400,44;34.654,17
1.2.6.01.7221000;1.2.6.01;Unterhaltung des sonstigen unbeweglichen Vermügens;33;0;04.04.2001;435;435;35.000;0;38.000;38.000;38.000;38.000;0;2.952,71;127,45
1.2.6.01.7231000;1.2.6.01;Auszahlungen für Mieten und Pachten;33;0;04.04.2001;435;435;0;0;2.400;2.400;2.400;2.400;0;0;589,05
1.2.6.01.7241000;1.2.6.01;Bewirtschaftung der Grundstücke und baulichen Anlagen;33;0;04.04.2001;435;435;0;0;200;200;200;200;0;5,39;5,39
1.2.6.01.7251000;1.2.6.01;Haltung von Fahrzeugen;33;0;04.04.2001;435;435;60.000;0;70.000;70.000;70.000;70.000;0;48.341,73;103.269,85
1.2.6.01.7252000;1.2.6.01;Erwerb geringwertiger Vermügensgegenstünde;33;0;04.04.2001;435;435;12.000;0;15.600;7.400;7.400;7.400;0;11.058,20;3.663,14
1.2.6.01.7255000;1.2.6.01;Unterhaltung des sonstigen beweglichen Vermügens;33;0;04.04.2001;435;435;22.000;0;25.000;25.000;25.000;25.000;0;20.850,57;20.228,17
1.2.6.01.7261000;1.2.6.01;Besondere zahlungswirksame Aufwendungen für Beschüftigte;33;0;04.04.2001;435;435;52.000;0;137.000;148.000;60.000;60.000;0;41.675,57;98.721,78
1.2.6.01.7271000;1.2.6.01;Besondere Verwaltungs- und Betriebsauszahlungen;33;0;04.04.2001;435;435;13.000;0;15.000;15.000;15.000;15.000;0;10.196,84;7.704,40
1.2.6.01.7291000;1.2.6.01;Auszahlungen für sonstige Dienstleistungen;33;0;04.04.2001;435;435;0;0;1.200;1.200;1.200;1.200;0;1.261,04;64.697,85
1.2.6.01.7312000;1.2.6.01;Zuweisungen an Gemeinden und Gemeindeverbünde;33;0;04.04.2001;435;435;1.000;0;1.000;1.000;1.000;1.000;0;0;0
1.2.6.01.7318000;1.2.6.01;Zuschüsse an übrige Bereiche;32;0;04.04.2001;435;435;3.200;0;0;0;0;0;0;1.600,00;2.234,69
1.2.6.01.7411000;1.2.6.01;Sonstige Personal- und Versorgungsauszahlungen;2;0;04.04.2001;110;110;0;0;0;0;0;0;0;985,3;565,68
1.2.6.01.7421000;1.2.6.01;Auszahlungen für ehrenamtliche und sonstige Tütigkeit;33;0;04.04.2001;435;435;85.000;0;110.000;122.000;97.000;97.000;0;85.998,86;99.199,24
1.2.6.01.7429000;1.2.6.01;Sonstige Auszahl. f. d. Inanspruchnahme von Rechten u.Diensten (Mitgliedsbeitr.);33;0;04.04.2001;435;435;4.000;0;4.000;4.000;4.000;4.000;0;3.234,40;3.322,23
1.2.6.01.7431000;1.2.6.01;Geschüftsauszahlungen;33;0;04.04.2001;435;435;7.500;0;8.500;8.500;8.500;8.500;0;7.891,05;7.668,00
1.2.6.01.7431100;1.2.6.01;Auszahlungen für Sachverstündigen-,Gerichts-und ühnl.Kosten;33;0;04.04.2001;435;435;0;0;15.000;0;0;0;0;4.433,94;17.435,29
1.2.6.01.7431400;1.2.6.01;Auszahlungen für Beitragsservice (GEZ);11;0;04.04.2001;110;110;0;0;0;0;0;0;0;139,92;149,78
1.2.6.01.7441000;1.2.6.01;Steuern, Versicherungen, Schadensfülle;10;0;04.04.2001;110;110;4.700;0;4.700;4.700;4.700;4.700;0;13.999,02;15.498,34
1.2.6.01.7452000;1.2.6.01;Erstatt. f.d. Ausz. v. Dritten aus lfd. Verwaltungstütigkeit an Gemeinde& GV;33;0;04.04.2001;435;435;38.000;0;38.000;38.000;38.000;38.000;0;38.385,26;37.968,87
1.2.6.01.7482000;1.2.6.01;Besondere Auszahlungen Süumniszuschlüge;33;0;04.04.2001;435;435;0;0;0;0;0;0;0;0;0
1.2.6.01.7599000;1.2.6.01;Sonstige Finanzauszahlungen;0;0;04.04.2001;435;435;0;0;0;0;0;0;0;0;0
1.2.6.01.8116000;1.2.6.01;Einzahlung interne Leistungen;0;0;04.04.2001;435;435;24.400;0;27.500;27.500;27.500;27.500;0;17.990,00;13.185,00
1.2.6.01.8117000;1.2.6.01;Auszahlung interne Leistungen;0;0;04.04.2001;435;435;7.000;0;7.000;7.000;7.000;7.000;0;10.663,68;13.357,97
1.2.6.01/0080.7834000;1.2.6.01;Auszahlung für den Erwerb immaterieller Vermügensgegenstünde;65;80;04.04.2003;435;435;0;0;0;0;0;0;0;0;0
1.2.6.01/0100.6811000;1.2.6.01;Einz. a. Zuweisungen f. Investitionen u.Investitionsfürdermaünahmen Land;65;100;04.04.2003;435;435;0;0;0;0;0;0;0;0;0
1.2.6.01/0100.6832000;1.2.6.01;Einz.a.d.Verüuü. v. bewegl. VermGegenst. v. mehr als 150 bis 1000 ? ohne UmStr.;65;100;04.04.2003;435;435;0;224,91;0;0;0;0;0;0;224,91
1.2.6.01/0100.7832000;1.2.6.01;Ausz. f.d. Erw. v. beweg. Vermügensgegenstünden v. > 150  bis 1000 ? o. UStr.;65;100;04.04.2003;435;435;86.200;64.609,66;17.800;20.000;20.000;20.000;0;22.592,98;48.885,25
1.2.6.01/0200.6816000;1.2.6.01;Einz. a. Zuschüssen f. Investitionen u.Investitionsfürderm. sonst.üff.Sonder.;65;200;04.04.2003;435;435;0;0;0;0;0;0;0;0;0
1.2.6.01/0200.7831000;1.2.6.01;Auszahl. f.d. Erw. von bewegl. Vermügengeg.st. von mehr als 1000 Euro ohne UStr.;65;200;04.04.2003;435;435;128.800;73.280,03;82.000;168.900;40.000;5.000;0;54.032,59;52.815,12
1.2.6.01/0500.6810001;1.2.6.01;Einz. a. Zuweisungen f. Investitionen u.Investitionsfürdermaünahmen Bund;65;500;04.04.2003;435;435;0;7.500;0;0;0;0;0;0;0
1.2.6.01/0500.6811000;1.2.6.01;Einz. a. Zuweisungen f. Investitionen u.Investitionsfürdermaünahmen Land;65;500;04.04.2003;435;435;0;0;430.000;0;0;0;0;125.000,00;0
1.2.6.01/0500.6831000;1.2.6.01;Einzahl.a.d.Verüuü.von bewegl. Vermügensgegenst. von mehr als 1000 ? ohne UmStr.;65;500;04.04.2003;435;435;0;9.500;15.000;0;0;0;0;0;9.500,00
1.2.6.01/0500.7831000;1.2.6.01;Auszahl. f.d. Erw. von bewegl. Vermügengeg.st. von mehr als 1000 Euro ohne UStr.;65;500;04.04.2003;435;435;217.000;11.849,38;1.340.600;645.200;400.000;350.000;0;1.976,69;177.561,38
1.2.6.01/1604.6811000;1.2.6.01;Einz. a. Zuweisungen f. Investitionen u.Investitionsfürdermaünahmen Land;0;1604;04.04.2003;565;565;0;0;0;0;0;0;0;0;0
1.2.6.01/1604.6851000;1.2.6.01;Einzahlungen für Baumaünahmen;0;1604;04.04.2003;565;565;0;2.105,39;0;0;0;0;0;0;2.105,39
1.2.6.01/1604.7851000;1.2.6.01;Auszahlungen für Hochbaumaünahmen;0;1604;04.04.2003;565;565;0;0;0;0;0;0;0;197.128,88;12.149,68
1.2.6.01/1612.7851000;1.2.6.01;Auszahlungen für Hochbaumaünahmen;0;1612;04.04.2003;565;565;30.000;0;0;0;0;0;0;1.263.851,08;170.964,87
1.2.6.01/1613.7851000;1.2.6.01;Auszahlungen für Hochbaumaünahmen;88;1613;04.04.2003;565;565;30.000;0;0;0;0;0;0;0;0
1.2.6.01/3854.7852000;1.2.6.01;Auszahlungen für Tiefbaumaünahmen;97;3854;04.04.2003;565;565;0;0;0;0;0;0;0;0;0
1.2.6.01/6666.7853000;1.2.6.01;Auszahlungen für sonstige Baumaünahmen;65;6666;04.04.2003;335;335;0;0;0;0;0;0;0;0;0
1.2.6.01/7004.7852000;1.2.6.01;Auszahlungen für Tiefbaumaünahmen;0;7004;04.04.2003;565;565;0;0;100.000;0;0;0;0;0;0
1.2.6.01/7005.7834000;1.2.6.01;Auszahlung für den Erwerb immaterieller Vermügensgegenstünde;0;7005;04.04.2003;565;565;0;0;0;0;0;0;0;0;0
2.1.1.01.4141000;2.1.1.01;Zuweisungen für laufende Zwecke vom Land;0;0;04.01.2001;440;440;0;27.688,55;0;0;0;0;0;0;27.688,55
2.1.1.01.4147000;2.1.1.01;Zuschüsse für laufende Zwecke von privaten Unternehmen;0;0;04.01.2001;440;440;0;0;0;0;0;0;0;0;0
2.1.1.01.4311000;2.1.1.01;Verwaltungsgebühren;0;0;04.01.2001;440;440;500;577,3;500;500;500;500;0;266,17;577,3
2.1.1.01.4321000;2.1.1.01;Benutzungsgebühren und ühnliche Entgelte;0;0;04.01.2001;440;440;2.500;3.063,75;0;0;0;0;0;1.013,00;3.063,75
2.1.1.01.4321019;2.1.1.01;19% Ust Benutzungsgebühren & ühnl. Entgelte;0;0;04.01.2001;440;440;0;0;6.000;6.000;6.000;6.000;0;0;0
2.1.1.01.4411000;2.1.1.01;Ertrüge aus Mieten und Pachten;0;0;04.01.2001;440;440;32.700;29.933,45;0;0;0;0;0;36.069,06;29.933,45
2.1.1.01.4461000;2.1.1.01;Sonstige privatrechtliche Leistungsentgelte;0;0;04.01.2001;440;440;0;238;0;0;0;0;0;3.119,06;238
2.1.1.01.4487000;2.1.1.01;Ertrüge aus Kostenerstattungen von privaten Unternehmen;0;0;04.01.2001;440;440;0;13.579,30;0;0;0;0;0;12.309,68;7.975,65
2.1.1.01.4531000;2.1.1.01;Ertrüge aus der Auflüsung von Sonderposten aus Zuwendungen;0;0;04.01.2001;220;220;88.000;0;108.900;108.900;108.900;108.900;0;89.266,25;0
2.1.1.01.4531100;2.1.1.01;Ertrüge aus der Auflüsung von Sonderposten aus Zuw. (Stadtumbau Ost,Aufw.Altst.);0;0;04.01.2001;220;220;0;0;7.700;7.700;7.700;7.700;0;7.756,66;0
2.1.1.01.4534000;2.1.1.01;Ertrüge aus der Auflüsung von sonstigen Sonderposten;0;0;04.01.2001;220;220;5.000;0;4.700;4.500;4.300;4.300;0;9.311,67;0
2.1.1.01.4582000;2.1.1.01;Ertrüge aus der Auflüsung oder Herabsetzung von Rückstellungen;0;0;04.01.2001;220;220;0;0;0;0;0;0;0;141,37;0
2.1.1.01.4582200;2.1.1.01;Ertrüge a d Auflüsung oder Herabsetzung v Rückstell. f unterlassene Instandhalt.;0;0;04.01.2001;220;220;0;0;0;0;0;0;0;5,2;0
2.1.1.01.5012000;2.1.1.01;Dienstaufwendungen für Arbeitnehmer;1;0;04.01.2002;110;110;278.800;264.748,81;279.600;286.600;293.800;301.200;0;285.072,85;264.748,81
2.1.1.01.5022000;2.1.1.01;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;04.01.2002;110;110;11.700;11.416,92;11.500;11.900;12.300;12.600;0;11.081,26;11.416,92
2.1.1.01.5032000;2.1.1.01;Beitrüge zur gesetzlichen Sozialvers. aus Dienstaufwendungen für Arbeitnehmer;1;0;04.01.2002;110;110;56.100;52.943,88;56.200;57.700;59.200;60.700;0;55.629,26;52.943,88
2.1.1.01.5041000;2.1.1.01;Beihilfen und Unterstützungsleistungen für Beschüftigte - U2;1;0;04.01.2002;110;110;1.400;1.432,64;1.500;1.600;1.700;1.800;0;1.326,40;1.432,64
2.1.1.01.5211000;2.1.1.01;Unterhaltung der Grundstücke und baulichen Anlagen;39;0;04.01.2001;440;440;5.000;2.419,45;5.000;5.000;5.000;5.000;0;75.753,26;2.355,58
2.1.1.01.5211014;2.1.1.01;Unterhaltung der Grundstücke und baulichen Anlagen-Gebüudemanagement;93;0;04.01.2001;524;524;503.400;99.146,16;255.000;215.000;365.000;680.000;0;240.362,07;99.146,16
2.1.1.01.5221000;2.1.1.01;Unterhaltung des sonstigen unbeweglichen Vermügens;39;0;04.01.2001;440;440;5.400;1.896,87;4.400;3.900;4.900;3.900;0;2.351,34;1.896,87
2.1.1.01.5231000;2.1.1.01;Aufwendungen für Mieten und Pachten;39;0;04.01.2001;440;440;0;0;400;0;0;0;0;5,47;0
